1.4 -915.4115470054
1.5 -915.416072216
1.6 -915.359088122
1.7 -915.3651659534
1.8 -915.370397095
1.9 -915.3744533346
2.0 -915.3775001872
2.1 -915.379702137
2.2 -915.3811772165
2.3 -915.3821121189
2.4 -915.3826643165
2.5 -915.3829488758
2.6 -915.3830612851
2.7 -915.3830656093
2.8 -915.3830142401
2.9 -915.3829249742
3.0 -915.3828228356
3.1 -915.382725499
3.2 -915.3826356938
3.3 -915.382552433
3.4 -915.3824778895
3.5 -915.3821055164
3.6 -915.3821275163
3.7 -915.3821559147
3.8 -915.382183461
3.9 -915.3822074159
4.0 -915.3822251963
