0.7 -516.5481581208
0.8 -516.9001627357
0.9 -517.1075347068
1.0 -517.2278409101
1.1 -517.2944551037
1.2 -517.3276888213
1.3 -517.3404261816
1.4 -517.3406213388
1.5 -517.3335755943
1.6 -517.3223454591
1.7 -517.3090248907
1.8 -517.2949522564
1.9 -517.2808214439
2.0 -517.2671425119
2.1 -517.2541545763
2.2 -517.2419380781
2.3 -517.230572147
2.4 -517.2200816925
2.5 -517.2104414946
2.6 -517.2016145552
2.7 -517.1935599012
2.8 -517.1862285886
2.9 -517.1795685894
3.0 -517.173529583
3.1 -517.1680642553
3.2 -517.1631513136
3.3 -517.158720599
3.4 -517.2974574946
3.5 -517.2970532317
3.6 -517.2973056699
3.7 -517.2976142679
