0.7 -216.5765717472
0.8 -217.4401314994
0.9 -217.9044329219
1.0 -218.1531840699
1.1 -218.2833422777
1.2 -218.3474082813
1.3 -218.3744642701
1.4 -218.3808470688
1.5 -218.3758896326
1.6 -218.3649485764
1.7 -218.351143855
1.8 -218.3362334944
1.9 -218.3212701226
2.0 -218.3067845895
2.1 -218.2930789409
2.2 -218.2803307558
2.3 -218.2685946971
2.4 -218.257843327
2.5 -218.248077235
2.6 -218.2392084712
2.7 -218.2311553096
2.8 -218.2239120493
2.9 -218.2174094662
3.0 -218.2116095461
3.1 -218.206474795
3.2 -218.3547362125
3.3 -218.3546869292
3.4 -218.3544794532
3.5 -218.3541301299
3.6 -218.3537076008
3.7 -218.3532346177
3.8 -218.3527269135
3.9 -218.3522130016
