0.7 -315.8120328843
0.8 -316.6748903791
0.9 -317.1381694646
1.0 -317.3858382967
1.1 -317.5148928594
1.2 -317.577857343
1.3 -317.6038149283
1.4 -317.6091010433
1.5 -317.6030716708
1.6 -317.5910867663
1.7 -317.5762945091
1.8 -317.5604287467
1.9 -317.5445224646
2.0 -317.529143396
2.1 -317.5145743209
2.2 -317.5010179326
2.3 -317.4885236406
2.4 -317.4770822853
2.5 -317.4666952373
2.6 -317.5851301066
2.7 -317.5865763119
2.8 -317.5874110231
2.9 -317.5896603617
3.0 -317.5898207155
3.1 -317.5900061941
3.2 -317.5899557758
3.3 -317.5897053219
3.4 -317.589350711
3.5 -317.5888982902
3.6 -317.5883972087
3.7 -317.5878840209
3.8 -317.5873988354
3.9 -317.5931481471
