2.1 -2520.3167444776
2.2 -2520.3049800378
2.3 -2520.310452562
2.4 -2520.3042215413
2.5 -2520.3154738577
2.6 -2520.3242524269
2.7 -2520.3310093092
2.8 -2520.3361212423
2.9 -2520.3399330969
3.0 -2520.3425850495
3.1 -2520.3446907818
3.2 -2520.346245355
3.3 -2520.3473432544
3.4 -2520.3481167234
3.5 -2520.3486551373
3.6 -2520.3489659297
3.7 -2520.3492132089
3.8 -2520.3493624141
3.9 -2520.3494382601
4.0 -2520.3488782555
4.1 -2520.3490178769
4.2 -2520.3491051818
4.3 -2520.3487674131
4.4 -2520.3488106861
4.5 -2520.3488264433
4.6 -2520.3488218124
4.7 -2520.3487154572
4.8 -2520.3487192851
4.9 -2520.3487138028
5.0 -2520.3486888723
5.1 -2520.3486887531
5.2 -2520.3486787607
5.3 -2520.3486370801
5.4 -2520.3486372728
5.5 -2520.3486343006
5.6 -2520.3486298957
5.7 -2520.3485231519
