1.9 -915.3828528422
2.0 -915.3869525812
2.1 -915.3915807522
2.2 -915.3962423257
2.3 -915.4006383575
2.4 -915.4046716842
2.5 -915.408006917
2.6 -915.4114562468
2.7 -915.4144113098
2.8 -915.4168061056
2.9 -915.4186833394
3.0 -915.4201320773
3.1 -915.4212504666
3.2 -915.4221176931
3.3 -915.4227878432
3.4 -915.4232880584
3.5 -915.4235941425
3.6 -915.4237706321
3.7 -915.4238202412
3.8 -915.4175485406
3.9 -915.417699904
4.0 -915.4178223364
4.1 -915.4178822632
4.2 -915.417906981
4.3 -915.4178777586
4.4 -915.4178525745
4.5 -915.417825485
4.6 -915.4177594048
4.7 -915.4177388201
4.8 -915.4177132948
4.9 -915.417679419
5.0 -915.4176324393
5.1 -915.4175642844
5.2 -915.4175084515
5.3 -915.4174430002
5.4 -915.4173690053
