1.6 -4921.6122289411
1.7 -4921.6263216454
1.8 -4921.6372813273
1.9 -4921.6453652991
2.0 -4921.6512637792
2.1 -4921.6558141507
2.2 -4921.6590007283
2.3 -4921.6613388118
2.4 -4921.662456889
2.5 -4921.6640059015
2.6 -4921.6650883474
2.7 -4921.6658536029
2.8 -4921.6664075912
2.9 -4921.6104038797
3.0 -4921.6099610289
3.1 -4921.6095537542
3.2 -4921.6092104925
3.3 -4921.6088986705
3.4 -4921.608668602
3.5 -4921.6076293487
3.6 -4921.6076421355
3.7 -4921.6076458311
3.8 -4921.6076428938
3.9 -4921.6076366392
4.0 -4921.6075073953
4.1 -4921.6075053638
4.2 -4921.6075004512
4.3 -4921.6074922439
4.4 -4921.6074828493
4.5 -4921.6074732369
