0.9 -1036.524480299
1.0 -1037.2380093777
1.1 -1037.6922795727
1.2 -1037.9676950566
1.3 -1038.133621642
1.4 -1038.2323545361
1.5 -1038.289173617
1.6 -1038.3197594377
1.7 -1038.3338821956
1.8 -1038.3380667922
1.9 -1038.3362680517
2.0 -1038.3311320542
2.1 -1038.3243380479
2.2 -1038.3167649686
2.3 -1038.3090003586
2.4 -1038.3013685058
2.5 -1038.2939846773
2.6 -1038.2869120517
2.7 -1038.2802008313
2.8 -1038.2738614837
2.9 -1038.2678738668
3.0 -1038.2622661048
3.1 -1038.2570644012
3.2 -1038.2522405723
3.3 -1038.2477850138
3.4 -1038.2437003949
3.5 -1038.2399464953
3.6 -1038.2365062426
3.7 -1038.2334064485
3.8 -1038.2306644282
3.9 -1038.2283062485
4.0 -1038.2260888742
4.1 -1038.2240593718
4.2 -1038.2221947215
4.3 -1038.2204852186
4.4 -1038.2196042339
4.5 -1038.218793033
4.6 -1038.2181072371
4.7 -1038.2174352614
4.8 -1038.2167872587
4.9 -1038.2162760952
5.0 -1038.3041571392
5.1 -1038.3041086358
5.2 -1038.3040400805
5.3 -1038.3039706222
5.4 -1038.3039025799
