0.8 -2519.7762466625
0.9 -2520.0619039933
1.0 -2520.2351304309
1.1 -2520.3383164987
1.2 -2520.3977777373
1.3 -2520.4291041225
1.4 -2520.4427651658
1.5 -2520.4449626181
1.6 -2520.4405238267
1.7 -2520.4315394558
1.8 -2520.42066128
1.9 -2520.408448897
2.0 -2520.3957650619
2.1 -2520.3833659328
2.2 -2520.3712685221
2.3 -2520.3597131871
2.4 -2520.3489227609
2.5 -2520.3388818693
2.6 -2520.3295593111
2.7 -2520.3209616797
2.8 -2520.3130731684
2.9 -2520.3058522547
3.0 -2520.2992493741
3.1 -2520.2932300075
3.2 -2520.2877558254
3.3 -2520.282801811
3.4 -2520.2782974255
3.5 -2520.2742202721
3.6 -2520.2706053545
3.7 -2520.2673433244
