0.9 -576.8002680115
1.0 -577.5681741614
1.1 -578.0464375167
1.2 -578.3415418581
1.3 -578.5218602338
1.4 -578.630179278
1.5 -578.6930115219
1.6 -578.7274039971
1.7 -578.7438318991
1.8 -578.7493500437
1.9 -578.7481398314
2.0 -578.7429912864
2.1 -578.7358087873
2.2 -578.7275291624
2.3 -578.7187989651
2.4 -578.710083383
2.5 -578.7015415871
2.6 -578.6932526197
2.7 -578.6853403278
2.8 -578.6778475815
2.9 -578.6707684959
3.0 -578.6641790999
3.1 -578.6581172237
3.2 -578.6525016479
3.3 -578.6473006082
3.4 -578.6425000622
3.5 -578.6380887781
3.6 -578.6340576892
3.7 -578.6304425725
3.8 -578.6272798372
