1.1 -40.3429971164
1.2 -40.274006899
1.3 -40.2751492287
1.4 -40.2822348327
1.5 -40.2931099691
1.6 -40.3035509649
1.7 -40.3123591499
1.8 -40.3194670919
1.9 -40.3250954064
2.0 -40.3295093815
2.1 -40.3329522551
2.2 -40.3356221627
2.3 -40.3376716283
2.4 -40.3392294271
2.5 -40.3356013758
2.6 -40.337354312
2.7 -40.3387118589
2.8 -40.3397589433
2.9 -40.3405655009
3.0 -40.3411852158
3.1 -40.3416589071
3.2 -40.3420191427
3.3 -40.3422929006
3.4 -40.3425014645
3.5 -40.3426592911
3.6 -40.3427762867
3.7 -40.3428616976
3.8 -40.3429249486
3.9 -40.3429745513
4.0 -40.3430158106
