1.1 -914.7837835106
1.2 -915.0862251389
1.3 -915.2744531483
1.4 -915.3896628326
1.5 -915.4579397809
1.6 -915.4963079673
1.7 -915.5155677284
1.8 -915.522795834
1.9 -915.5224934586
2.0 -915.517574536
2.1 -915.510009988
2.2 -915.5010452499
2.3 -915.4914752212
2.4 -915.4818007796
2.5 -915.4723078511
2.6 -915.4631469023
2.7 -915.4544203417
2.8 -915.4461882905
2.9 -915.4384803142
3.0 -915.431306698
3.1 -915.4246713629
3.2 -915.418551556
3.3 -915.4129172184
3.4 -915.4077311023
3.5 -915.402962546
3.6 -915.3985917226
3.7 -915.3945969256
3.8 -915.3909494362
3.9 -915.3876143409
4.0 -915.384564925
4.1 -915.3817808251
4.2 -915.3792494209
4.3 -915.3769588206
4.4 -915.3748940992
4.5 -915.3730243309
4.6 -915.371354378
